,Name,Date,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
4040,Alex Rider,1985,"10,190","Action, Adventure, Drama",45 ,Series,TV-14,10,Mild,Mild,Mild,Mild,Moderate
6001,The Sisterhood of the Traveling Pants,2005,"58,010","Comedy, Drama, Romance",119 ,Film,PG,-,Mild,None,None,Mild,Mild
4347,Spy Kids 2: Island of Lost Dreams,2002,"64,885","Action, Adventure, Comedy",100 ,Film,PG,-,None,Mild,Mild,Mild,Mild
1157,3rd Rock from the Sun,2020,"49,671","Comedy, Family, Sci-Fi",60 ,Series,TV-PG,139,Mild,None,Mild,Mild,None
1437,I Spit on Your Grave,2010,"80,557","Horror, Thriller",108 ,Film,R,-,Severe,Severe,Severe,Moderate,Severe
4502,Save Me,2020,"5,011","Drama, Mystery",270 ,Series,TV-MA,18,Mild,Mild,Moderate,Moderate,No Rate
402,Mom,1990,"31,440","Comedy, Drama, Romance",30 ,Series,TV-14,170,Moderate,None,Mild,Moderate,None
949,The Medium,2021,"1,525",Horror,130 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
2067,End of Watch,2012,"236,353","Action, Crime, Drama",109 ,Film,R,-,Mild,Severe,Severe,Moderate,Severe
4307,The Venture Bros.,1985,"24,671","Animation, Action, Adventure",22 ,Series,TV-MA,86,Moderate,Moderate,Moderate,Moderate,Mild
668,Scream 2,1997,"165,426","Horror, Mystery",120 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
218,Chapelwaite,2021,"3,531","Drama, Horror, Mystery",None,Series,TV-MA,10,None,Severe,Mild,Mild,Moderate
1962,Stargate,1994,"182,881","Action, Adventure, Sci-Fi",116 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
5705,Here Today,2021,"2,025","Comedy, Drama",93 ,Film,PG-13,-,None,None,Moderate,None,Mild
2666,Miss Sloane,2016,"69,902",Drama,132 ,Film,R,-,Mild,Mild,Mild,Mild,None
3315,Nou fo,2021,849,"Action, Adventure, Crime",126 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
2328,Dickinson,2022,"8,729","Biography, Comedy, Drama",30 ,Series,TV-14,30,Moderate,None,Mild,Mild,None
4118,Terror Train,1980,"11,159","Horror, Mystery, Thriller",97 ,Film,R,-,Moderate,Severe,Moderate,Mild,Moderate
4051,Mike & Molly,2021,"24,086",Comedy,30 ,Series,TV-14,127,Moderate,None,Moderate,Moderate,None
777,American Beauty,1999,"1,106,814",Drama,122 ,Film,R,-,Severe,Moderate,Severe,Moderate,Moderate
3896,Olympus Has Fallen,2013,"266,391","Action, Thriller",119 ,Film,R,-,None,Severe,Severe,Mild,Severe
4401,Shaft,2019,"49,598","Action, Comedy, Crime",111 ,Film,R,-,Moderate,Moderate,Severe,Moderate,Mild
3388,El secreto de sus ojos,2009,"201,634","Drama, Mystery, Romance",129 ,Film,R,-,Severe,Severe,Severe,Moderate,Severe
1491,Van Helsing,1997,"20,576","Action, Drama, Fantasy",43 ,Series,TV-14,65,Mild,Severe,Moderate,Mild,Severe
4220,Little Monsters,1989,"12,406","Adventure, Comedy, Family",100 ,Film,PG,-,Mild,Moderate,Moderate,Mild,Moderate
3646,The Mortuary Collection,2019,"10,365","Fantasy, Horror",108 ,Film,Not Rated,-,Moderate,Severe,Mild,Mild,Moderate
4975,P.S. I Love You,2007,"204,769","Comedy, Drama, Romance",126 ,Film,PG-13,-,Mild,None,Mild,Mild,None
4685,Ms Fisher's Modern Murder Mysteries,2007,"1,811","Crime, Drama, Mystery",86 ,Series,Not Rated,12,No Rate,No Rate,No Rate,No Rate,No Rate
4847,Raising Dion,2015,"9,872","Drama, Sci-Fi",50 ,Series,TV-G,17,Mild,Mild,Mild,Mild,Mild
517,Stillwater,2021,"22,560","Crime, Drama, Thriller",139 ,Film,R,-,Mild,Mild,Moderate,Mild,Mild
2458,First Blood,1982,"238,730","Action, Adventure",93 ,Film,R,-,Mild,Moderate,Moderate,Mild,Moderate
4570,Shazam! Fury of the Gods,2023,No Votes,"Action, Adventure, Comedy",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
5948,BROS,2022,No Votes,"Comedy, Romance",None,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
3904,The Lego Batman Movie,2017,"138,551","Animation, Action, Adventure",104 ,Film,PG,-,None,Mild,Mild,None,Mild
5673,Small Soldiers,1998,"96,238","Action, Adventure, Comedy",108 ,Film,PG-13,-,None,Mild,Mild,Mild,Mild
568,Forever Rich,2021,638,"Comedy, Crime, Drama",89 ,Film,TV-MA,-,Moderate,No Rate,Severe,No Rate,No Rate
360,Friday the 13th,1980,"129,391","Horror, Mystery, Thriller",95 ,Film,R,-,Moderate,Severe,Mild,Mild,Severe
2464,"Ada Twist, Scientist",1981,55,"Animation, Adventure, Comedy",12 ,Series,TV-PG,7,No Rate,No Rate,No Rate,No Rate,No Rate
759,Tokyo Revengers,1997,"6,876","Animation, Action, Drama",24 ,Series,TV-14,25,Mild,Moderate,Mild,Mild,Moderate
4522,Out of Sight,1998,"89,535","Comedy, Crime, Drama",123 ,Film,R,-,Mild,Moderate,Severe,Mild,Mild
5889,Invictus,2009,"154,961","Biography, Drama, History",134 ,Film,PG-13,-,None,Mild,Moderate,Mild,Mild
5650,The Long Kiss Goodnight,1996,"76,733","Action, Crime, Drama",121 ,Film,R,-,Mild,Severe,Severe,Mild,Moderate
214,Brassic,1991,"6,334","Comedy, Drama",43 ,Series,TV-MA,20,Moderate,Moderate,Severe,Severe,Mild
6150,Lake Mungo,2008,"20,647","Drama, Horror, Mystery",87 ,Film,R,-,Moderate,Moderate,None,Mild,Severe
2181,Gattaca,1997,"290,729","Drama, Sci-Fi, Thriller",106 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
5692,Amores perros,2000,"232,561","Drama, Thriller",154 ,Film,R,-,Moderate,Severe,Severe,Mild,Severe
3210,Burnt,2015,"111,659","Comedy, Drama",101 ,Film,R,-,Mild,Mild,Severe,Mild,Mild
725,Halloween H20: 20 Years Later,1998,"69,868","Horror, Thriller",86 ,Film,R,-,Mild,Severe,Moderate,Mild,Severe
2653,Fantasy Island,2020,"43,668","Action, Adventure, Fantasy",109 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
49,Stranger Things,2021,"918,729","Drama, Fantasy, Horror",51 ,Series,TV-14,34,Mild,Moderate,Moderate,Mild,Moderate
4830,Tenacious D in The Pick of Destiny,2006,"105,942","Adventure, Comedy, Music",93 ,Film,R,-,Moderate,Mild,Severe,Moderate,Mild
887,There Will Be Blood,2007,"546,904",Drama,158 ,Film,R,-,None,Moderate,Mild,Mild,Moderate
4245,O Menino que Matou Meus Pais,2021,"2,047","Crime, Drama, Thriller",80 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
516,Lost in Space,2014,"77,669","Adventure, Drama, Family",60 ,Series,TV-PG,30,None,Mild,Mild,None,Mild
2284,This Is the End,2013,"396,239",Comedy,107 ,Film,R,-,Severe,Severe,Severe,Severe,Moderate
139,Mr. Robot,2019,"354,297","Crime, Drama, Thriller",49 ,Series,TV-MA,45,Moderate,Severe,Severe,Severe,Severe
2287,Monsters University,2013,"338,526","Animation, Adventure, Comedy",104 ,Film,G,-,None,None,None,None,Mild
2574,Miami Vice,2006,"113,818","Action, Crime, Drama",132 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Moderate
3320,The Curse of La Llorona,2019,"45,415","Horror, Mystery, Thriller",93 ,Film,R,-,None,Moderate,Mild,Mild,Severe
463,The Punisher,2019,"200,766","Action, Crime, Drama",53 ,Series,TV-MA,26,Moderate,Severe,Moderate,Mild,Severe
3501,Minions,2015,"222,196","Animation, Adventure, Comedy",91 ,Film,PG,-,Mild,Mild,None,None,Mild
5385,Ai no korîda,1976,"19,770","Drama, Romance",109 ,Film,X,-,Severe,Severe,Moderate,Mild,Severe
594,Glee,2018,"141,752","Comedy, Drama, Music",44 ,Series,TV-PG,121,Mild,None,Mild,Mild,None
450,Frasier,2002,"78,262",Comedy,22 ,Series,TV-PG,264,Mild,None,Mild,Mild,None
4870,Bonnie and Clyde,1967,"108,427","Action, Biography, Crime",111 ,Film,R,-,Mild,Moderate,Mild,Mild,Moderate
2676,The Theory of Everything,2014,"424,977","Biography, Drama, Romance",123 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Mild
312,Teen Wolf,2002,"136,164","Action, Drama, Fantasy",41 ,Series,TV-14,100,Mild,Moderate,Mild,Mild,Moderate
2345,Death Becomes Her,1992,"111,983","Comedy, Fantasy, Horror",104 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Mild
3360,The Campaign,2012,"127,820",Comedy,85 ,Film,R,-,Moderate,Mild,Moderate,Mild,None
451,Home Economics,2002,"2,033",Comedy,30 ,Series,TV-PG,16,None,No Rate,No Rate,No Rate,No Rate
4985,The Brood,1979,"28,061","Horror, Sci-Fi",92 ,Film,R,-,Mild,Severe,Mild,Mild,Severe
890,"Beverly Hills, 90210",2006,"32,848","Drama, Romance",44 ,Series,TV-PG,292,Mild,Mild,Mild,Moderate,Moderate
3025,Tears of the Sun,2003,"117,948","Action, Drama, Thriller",121 ,Film,R,-,Moderate,Severe,Severe,None,Moderate
5418,Seppuku,1962,"49,571","Action, Drama, Mystery",133 ,Film,Not Rated,-,None,Severe,None,None,Moderate
4467,Bull Durham,1988,"51,638","Comedy, Romance, Sport",108 ,Film,R,-,Moderate,Mild,Severe,Mild,None
5780,El olvido que seremos,2020,"1,285","Drama, History",136 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
999,Warrior,2022,"22,477","Action, Crime, Drama",60 ,Series,TV-MA,21,Severe,Severe,Severe,Moderate,Moderate
3980,Our Girl,2015,"3,829","Action, Drama, Thriller",60 ,Series,TV-14,28,No Rate,No Rate,No Rate,No Rate,No Rate
1476,Kimi no na wa.,2016,"226,939","Animation, Drama, Fantasy",106 ,Film,TV-PG,-,Mild,None,None,Mild,Mild
5559,Flatliners,2017,"45,051","Drama, Horror, Mystery",109 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
5150,The Chronicles of Narnia: Prince Caspian,2008,"201,807","Action, Adventure, Family",150 ,Film,PG,-,None,Moderate,None,None,Moderate
5207,'Allo 'Allo!,2021,"24,463","Comedy, History, War",45 ,Series,None,85,No Rate,No Rate,No Rate,No Rate,No Rate
4447,The Other Boleyn Girl,2008,"108,576","Biography, Drama, History",115 ,Film,PG-13,-,Moderate,Moderate,Mild,Mild,Moderate
3830,An Unfinished Life,2005,"30,366","Drama, Family, Romance",108 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Mild
2972,The Education of Fredrick Fitzell,2020,"4,127","Drama, Mystery, Thriller",97 ,Film,R,-,Mild,Mild,Moderate,Severe,Severe
5401,What About Bob?,1991,"66,024",Comedy,99 ,Film,PG,-,None,Mild,Mild,None,None
1293,The Fast and the Furious: Tokyo Drift,2006,"258,007","Action, Crime, Thriller",104 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
5441,Primal,2015,"8,909","Animation, Action, Adventure",22 ,Series,TV-MA,11,None,Severe,None,None,Moderate
5166,Întregalde,2021,407,"Comedy, Drama",104 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
1907,The Post,2017,"143,782",Drama,116 ,Film,PG-13,-,None,Mild,Mild,Mild,Mild
3977,Patriot,2019,"13,306","Comedy, Drama, Thriller",58 ,Series,TV-MA,18,Moderate,Moderate,Severe,Moderate,Moderate
4273,All the President's Men,1976,"109,805","Biography, Drama, History",138 ,Film,PG,-,None,None,Moderate,Mild,Mild
368,The Silence of the Lambs,1991,"1,336,681","Crime, Drama, Thriller",118 ,Film,R,-,Moderate,Severe,Moderate,None,Severe
1937,The Machinist,2004,"371,915","Drama, Thriller",101 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
1151,Wild Wild West,1999,"156,694","Action, Comedy, Sci-Fi",106 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,Mild
3707,Kin,2018,"16,160","Action, Drama, Sci-Fi",102 ,Film,PG-13,-,Mild,Moderate,Moderate,Moderate,Moderate
3886,Mannequin,1987,"30,803","Comedy, Fantasy, Romance",90 ,Film,PG,-,Mild,Mild,Mild,Mild,None
6080,Manhattan,2020,"8,180","Drama, History, War",55 ,Series,TV-14,23,Moderate,No Rate,No Rate,No Rate,Moderate
191,The Matrix Resurrections,2021,No Votes,"Action, Sci-Fi",140 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
3827,American Insurrection,2021,510,Drama,115 ,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
174,Good Girls,2019,"44,113","Comedy, Crime, Drama",43 ,Series,TV-14,50,Mild,Moderate,Mild,Moderate,Mild
3352,Malcolm X,1992,"90,544","Biography, Drama, History",202 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
3547,Rake,2019,"7,268","Comedy, Drama",60 ,Series,Not Rated,40,Moderate,Mild,Severe,Moderate,Mild
4056,Qismat 2,2021,714,"Drama, Romance",155 ,Film,None,-,No Rate,No Rate,No Rate,No Rate,No Rate
2233,Contagion,2011,"293,504","Drama, Thriller",106 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
5372,Bottle Rocket,1996,"73,454","Comedy, Crime, Drama",91 ,Film,R,-,Mild,Mild,Moderate,Mild,None
6012,A Hologram for the King,2016,"42,874","Comedy, Drama, Romance",98 ,Film,R,-,Moderate,None,Mild,Mild,None
2991,House,1985,"25,116","Comedy, Fantasy, Horror",93 ,Film,R,-,None,Moderate,Mild,Mild,Moderate
5815,Terra Nova,2011,"81,742","Adventure, Drama, Mystery",46 ,Series,TV-14,13,None,Moderate,Mild,None,Mild
1164,The Woman in the Window,2021,"63,070","Crime, Drama, Mystery",100 ,Film,R,-,None,Moderate,Moderate,Moderate,Moderate
6034,The Beguiled,1971,"16,846","Drama, Thriller, War",105 ,Film,R,-,Moderate,Moderate,Mild,Mild,Moderate
2847,Jurassic Park III,2001,"305,663","Action, Adventure, Sci-Fi",92 ,Film,PG-13,-,None,Moderate,Mild,Mild,Moderate
4596,Haven,2015,"36,681","Crime, Drama, Fantasy",60 ,Series,TV-PG,78,Mild,Moderate,Mild,Mild,Mild
1661,The Proposal,2009,"308,063","Comedy, Drama, Romance",108 ,Film,PG-13,-,Mild,Mild,Mild,Mild,None
508,Scorpion,2003,"50,197","Action, Crime, Drama",43 ,Series,TV-14,93,None,None,None,None,None
166,American Rust,2021,"1,915","Crime, Drama",None,Series,TV-MA,9,Severe,No Rate,No Rate,No Rate,No Rate
2453,Wellington Paranormal,2008,"3,774","Comedy, Crime, Fantasy",30 ,Series,TV-14,25,No Rate,No Rate,No Rate,No Rate,No Rate
4231,L'amant,1992,"20,291","Biography, Drama, Romance",115 ,Film,R,-,Severe,Mild,Mild,Moderate,Mild
3737,The Bodyguard,1992,"127,301","Action, Drama, Music",129 ,Film,R,-,Mild,Moderate,Moderate,Mild,Mild
4148,Poltergeist,2015,"56,692","Horror, Thriller",93 ,Film,PG-13,-,Mild,Mild,Mild,Mild,Moderate
103,Star Wars: Visions,2021,"9,175","Animation, Action, Adventure",None,Series,TV-PG,9,None,Mild,None,No Rate,Mild
3382,What Women Want,2000,"200,767","Comedy, Fantasy, Romance",127 ,Film,PG-13,-,Moderate,None,Mild,Mild,None
3464,Ouija,2014,"50,805","Horror, Mystery, Thriller",89 ,Film,PG-13,-,None,Moderate,Mild,None,Moderate
3276,Loudermilk,2021,"3,731","Comedy, Drama",30 ,Series,TV-14,30,Moderate,None,Severe,Moderate,None
1752,Hercules,1997,"216,531","Animation, Adventure, Comedy",93 ,Film,G,-,None,Mild,None,Mild,Mild
5513,You Don't Mess with the Zohan,2008,"196,120",Comedy,113 ,Film,PG-13,-,Moderate,Mild,Moderate,Mild,None
5446,Tae-yang-eui hoo-ye,2016,"12,280","Action, Comedy, Drama",60 ,Series,TV-14,19,None,Mild,Mild,No Rate,No Rate
1658,Ragnarok,2020,"33,175","Action, Drama, Fantasy",45 ,Series,TV-MA,12,Mild,Moderate,Mild,Mild,Mild
152,Young Sheldon,2021,"41,356",Comedy,30 ,Series,TV-PG,90,Mild,None,Mild,Mild,None
5997,Raising Dion,2015,"9,872","Drama, Sci-Fi",50 ,Series,TV-G,17,Mild,Mild,Mild,Mild,Mild
1583,The Old Guard,2020,"146,923","Action, Adventure, Fantasy",125 ,Film,R,-,None,Severe,Moderate,Mild,Moderate
2313,Bando,2020,"28,247","Action, Horror, Thriller",116 ,Film,Not Rated,-,None,Severe,Mild,Mild,Moderate
2715,The Aviator,2004,"346,648","Biography, Drama",170 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
4529,In Plain Sight,2002,"11,287","Crime, Drama, Mystery",60 ,Series,TV-14,61,No Rate,No Rate,No Rate,No Rate,No Rate
2244,"I, Robot",2004,"516,161","Action, Drama, Sci-Fi",115 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
2807,Coronation Street,2020,"5,202","Drama, Romance",30 ,Series,TV-PG,10336,Mild,Moderate,Mild,Mild,Mild
3337,Four Good Days,2020,"3,220",Drama,100 ,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
1822,Heathers,1988,"96,233","Comedy, Crime",103 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Severe
4761,"Quo vadis, Aida?",2020,"26,097","Drama, History, War",101 ,Film,Approved,-,None,Moderate,Mild,Mild,Moderate
3309,Professor T,2010,"1,876","Crime, Drama, Mystery",None,Series,None,6,No Rate,No Rate,No Rate,No Rate,No Rate
309,Hereditary,2018,"270,994","Drama, Horror, Mystery",127 ,Film,R,-,Moderate,Severe,Moderate,Moderate,Severe
4970,Las chicas del cable,2011,"13,282",Drama,50 ,Series,TV-14,42,Moderate,Mild,Mild,Moderate,Mild
5475,Royal Pains,1996,"20,332","Comedy, Drama",42 ,Series,TV-PG,104,Mild,Mild,None,Mild,Moderate
3317,Torchwood,2021,"39,684","Action, Drama, Mystery",50 ,Series,TV-MA,41,Moderate,Moderate,Moderate,Mild,Moderate
495,Narcos,2021,"383,542","Biography, Crime, Drama",49 ,Series,TV-MA,30,Severe,Severe,Severe,Severe,Severe
205,Fargo,1994,"347,559","Crime, Drama, Thriller",53 ,Series,TV-MA,41,Mild,Severe,Moderate,Mild,Severe
1434,"Love, Victor",1996,"12,263","Comedy, Drama, Romance",30 ,Series,TV-14,21,Mild,None,Mild,Mild,None
1135,The Truman Show,1998,"993,069","Comedy, Drama",103 ,Film,PG,-,None,None,Mild,Mild,Mild
868,Dunkirk,2017,"598,523","Action, Drama, History",106 ,Film,PG-13,-,None,Moderate,Moderate,Mild,Severe
305,Halloween II,1981,"81,417",Horror,92 ,Film,R,-,Moderate,Severe,Moderate,Mild,Severe
1849,Up,2009,"978,674","Animation, Adventure, Comedy",96 ,Film,PG,-,None,Mild,None,None,Moderate
3765,Witch Hunt,2021,409,"Fantasy, Horror, Thriller",98 ,Film,R,-,No Rate,No Rate,No Rate,No Rate,No Rate
1988,The Love Witch,2016,"14,713","Comedy, Horror, Romance",120 ,Film,Unrated,-,Moderate,Mild,Mild,Moderate,Mild
2910,A Good Day to Die Hard,2013,"202,617","Action, Thriller",98 ,Film,R,-,None,Moderate,Moderate,Mild,Mild
1534,Full House,2021,"55,148","Comedy, Drama, Family",22 ,Series,TV-G,193,Mild,None,None,Mild,None
843,Longmire,2007,"31,706","Action, Crime, Drama",60 ,Series,TV-14,63,Mild,Moderate,Mild,Moderate,Mild
1987,Orphan Black,2003,"105,851","Action, Drama, Sci-Fi",44 ,Series,TV-MA,50,Moderate,Severe,Moderate,Moderate,Moderate
3149,Spenser Confidential,2020,"80,152","Action, Comedy, Crime",111 ,Film,R,-,Mild,Moderate,Severe,Mild,Moderate
4063,Land,2021,"5,742","Adventure, Drama",89 ,Film,PG-13,-,Mild,Mild,Mild,None,Mild
2691,Mulan,1998,"269,543","Animation, Adventure, Comedy",88 ,Film,G,-,Mild,Mild,None,None,Mild
5317,Observe and Report,2009,"62,197","Comedy, Crime, Drama",86 ,Film,R,-,Severe,Moderate,Severe,Severe,Mild
1538,Midnight in the Switchgrass,2021,"3,858","Action, Crime, Thriller",99 ,Film,R,-,Moderate,Mild,Severe,Moderate,Severe
211,Supergirl,2007,"117,623","Action, Adventure, Drama",43 ,Series,TV-PG,126,Mild,Mild,Mild,Mild,Mild
1957,The Last Man on Earth,2005,"55,588","Action, Comedy, Drama",22 ,Series,TV-14,67,Moderate,Mild,Mild,Mild,Mild
3939,After.Life,2009,"37,850","Drama, Mystery, Thriller",104 ,Film,R,-,Moderate,Moderate,Moderate,Mild,Moderate
3937,Ride Along,2014,"108,532","Action, Comedy, Crime",99 ,Film,PG-13,-,Mild,Moderate,Moderate,Moderate,Mild
4022,What I Like About You,2016,"12,887",Comedy,30 ,Series,TV-PG,86,No Rate,No Rate,Mild,No Rate,No Rate
1349,Ghost,1990,"206,313","Drama, Fantasy, Romance",127 ,Film,PG-13,-,Mild,Moderate,Moderate,None,Moderate
2473,Traffic,2000,"202,098","Crime, Drama, Thriller",147 ,Film,R,-,Moderate,Moderate,Severe,Severe,Moderate
5798,The Power of One,1992,"9,741","Drama, Sport",127 ,Film,PG-13,-,Mild,Moderate,Mild,No Rate,Moderate
680,Atypical,2008,"77,210","Comedy, Drama",30 ,Series,TV-MA,38,Mild,None,Mild,Mild,None
180,Jungle Cruise,2021,"113,396","Action, Adventure, Comedy",127 ,Film,PG-13,-,None,Moderate,None,Mild,Moderate
4194,Yeoshingangrim,2013,"4,064","Comedy, Drama, Romance",70 ,Series,TV-Y,16,None,Mild,None,Mild,Mild
2366,Chappie,2015,"240,135","Action, Crime, Drama",120 ,Film,R,-,Mild,Severe,Severe,Moderate,Moderate
3483,She-Ra and the Princesses of Power,2018,"12,934","Animation, Action, Adventure",30 ,Series,TV-Y7-FV,52,None,Mild,None,None,Mild
278,A Quiet Place Part II,2020,"165,973","Drama, Horror, Sci-Fi",97 ,Film,PG-13,-,None,Moderate,Mild,None,Severe
289,The Goldbergs,2021,"34,243",Comedy,22 ,Series,TV-PG,192,Mild,None,Mild,Mild,None
4631,Bad Girls,2020,"2,125","Crime, Drama",90 ,Series,None,107,No Rate,No Rate,No Rate,No Rate,No Rate
993,Shetland,2000,"12,951","Crime, Drama, Mystery",60 ,Series,TV-14,34,None,No Rate,Mild,No Rate,No Rate
2236,Bo Burnham: Inside,2021,"38,101","Comedy, Drama, Music",87 ,Film,TV-MA,-,Mild,None,Severe,None,Moderate
3217,Under Siege,1992,"82,410","Action, Thriller",103 ,Film,R,-,Mild,Severe,Moderate,Mild,Moderate
3265,Flipped,2010,"86,680","Comedy, Drama, Romance",90 ,Film,PG,-,None,Mild,Mild,None,Mild
4348,Muhtesem Yüzyil,2002,"16,131","Biography, Drama, History",90 ,Series,None,219,No Rate,No Rate,No Rate,No Rate,No Rate
4947,Zenra kantoku,2015,"5,525","Biography, Drama",48 ,Series,TV-MA,16,Severe,Mild,Moderate,Moderate,Moderate
270,The Dark Knight,2008,"2,428,117","Action, Crime, Drama",152 ,Film,PG-13,-,None,Moderate,Mild,Mild,Severe
5318,Taxi,2004,"41,434","Action, Comedy, Crime",97 ,Film,PG-13,-,Moderate,Moderate,Moderate,Mild,None
5227,Sex Drive,2008,"86,059","Comedy, Romance",109 ,Film,R,-,Severe,Mild,Severe,Moderate,Mild
5935,Keeping Up Appearances,2019,"14,943",Comedy,60 ,Series,TV-PG,44,None,None,None,Mild,None
4793,Leap Year,2010,"100,385","Comedy, Romance",100 ,Film,PG,-,Mild,Mild,Mild,None,None
111,Candyman,2021,"35,936","Horror, Thriller",91 ,Film,R,-,None,Severe,Moderate,Mild,Severe
1391,You Belong to Me,2021,"3,539","Drama, Mystery, Thriller",105 ,Film,R,-,Mild,Moderate,Mild,Mild,Mild
220,Kin,2021,"1,415","Crime, Drama",None,Series,None,8,No Rate,No Rate,No Rate,No Rate,No Rate
4211,Mortal Kombat Legends: Battle of the Realms,2021,"4,097","Animation, Action, Adventure",80 ,Film,R,-,None,Severe,Moderate,None,Moderate
83,Dexter,2021,"678,377","Crime, Drama, Mystery",53 ,Series,TV-MA,96,Moderate,Severe,Severe,Mild,Severe
3671,Paul,2011,"243,738","Adventure, Comedy, Sci-Fi",104 ,Film,R,-,Mild,Mild,Severe,Moderate,Mild
5277,What Lies Beneath,2000,"121,865","Drama, Horror, Mystery",130 ,Film,PG-13,-,Mild,Moderate,Mild,Mild,Moderate
461,Superman and Lois,2019,"21,408","Action, Adventure, Drama",42 ,Series,TV-14,16,None,Mild,Mild,Mild,Mild
5425,Twins,1988,"119,219","Comedy, Crime",107 ,Film,PG,-,Mild,Moderate,Moderate,Mild,Mild
551,Lupin,2019,"91,143","Action, Crime, Drama",45 ,Series,TV-MA,11,None,Mild,Moderate,Mild,Mild
2377,How the West Was Won,1962,"19,878",Western,164 ,Film,G,-,None,Mild,None,Mild,Mild
5190,Alex Rider,1985,"10,190","Action, Adventure, Drama",45 ,Series,TV-14,10,Mild,Mild,Mild,Mild,Moderate
3409,The Unborn,2009,"50,596","Horror, Mystery, Thriller",88 ,Film,PG-13,-,Mild,Moderate,Moderate,Mild,Moderate
